,Car_Model,Type,Location,Car_Body_Type,Model_Year,Brand,Km Driven,Ownership,Fuel Type,RTO Office,Discounted_Car_Price,Baseline Price,Car_Type
1114,Nissan MAGNITE,XV PREMIUMManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Nissan,18809,2ND OWNER,PETROL,KA-03,844000,890000,Manual
1115,KIA SELTOS,GTX PLUS DCT 1.4 PETROLAutomatic,"Horamavu Agara Road, Bengaluru",SUV,2019,KIA,24270,2ND OWNER,PETROL,KA-01,1438000,1577000,Automatic
1116,Nissan MAGNITE,XV TURBOManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,Nissan,13948,1ST OWNER,PETROL,KA-09,817000,848000,Manual
1117,Tata NEXON,XMA PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,Tata,14244,2ND OWNER,PETROL,KA-05,906000,924000,Automatic
1118,Hyundai Creta,SX PLUS AT 1.6 PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Hyundai,75598,2ND OWNER,PETROL,KA-05,910000,978000,Automatic
1119,Mahindra KUV 100 NXT,K8 P 6 STRManual,"GT World Mall, Bengaluru",SUV,2018,Mahindra,32207,1ST OWNER,PETROL,KA-05,582000,620000,Manual
1120,Ford Ecosport,TITANIUM 1.5L PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2018,Ford,29552,2ND OWNER,PETROL,KA-01,781000,822000,Manual
1121,Tata NEXON,XZA PLUS PETROL DUAL TONEAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Tata,44452,1ST OWNER,PETROL,KA-51,839000,859000,Automatic
1122,Hyundai Creta,SX PLUS AT 1.6 PETROLAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2017,Hyundai,74511,3RD OWNER,PETROL,KA-03,962000,999000,Automatic
1123,Honda BR-V,1.5L I-VTEC V CVTAutomatic,"Hosur Road, Singasandra, Bengaluru",SUV,2016,Honda,79061,2ND OWNER,PETROL,KA-03,799000,842000,Automatic
1124,Honda WR-V,1.5L I-DTEC VX MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Honda,62997,1ST OWNER,DIESEL,KA-53,786000,835000,Manual
1125,Hyundai Creta,SX (O) 1.4 TURBO DCTAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Hyundai,30113,1ST OWNER,PETROL,KA-41,1677000,1783000,Automatic
1126,Maruti Vitara Brezza,ZDI PLUS AT DUAL TONEAutomatic,"Bellahalli, Bengaluru",SUV,2018,Maruti,72152,2ND OWNER,DIESEL,KA-30,905000,1071000,Automatic
1127,Hyundai Creta,SX AT 1.6 PETROLAutomatic,"Bellahalli, Bengaluru",SUV,2019,Hyundai,42892,2ND OWNER,PETROL,KA-04,1128000,1198000,Automatic
1128,Mahindra XUV 3OO,W8 (O) 1.2 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Mahindra,57202,1ST OWNER,PETROL,KA-05,925000,1082000,Manual
1129,Renault Duster,110 PS RXZ 4X4 MT DIESELManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2014,Renault,106334,1ST OWNER,DIESEL,KA-03,681000,699000,Manual
1130,Ford Ecosport,TITANIUM + 1.5L PETROLManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2019,Ford,45133,1ST OWNER,PETROL,KA-01,932000,980000,Manual
1131,KIA SELTOS,GTX + AT PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,KIA,38093,1ST OWNER,PETROL,KA-51,1549000,1881000,Automatic
1132,Honda WR-V,1.2L I-VTEC VX MTManual,"Bellahalli, Bengaluru",SUV,2019,Honda,36876,1ST OWNER,PETROL,KA-53,792000,807000,Manual
1133,Ford Ecosport,TREND + 1.5L PETROL ATAutomatic,"GT World Mall, Bengaluru",SUV,2017,Ford,24395,1ST OWNER,PETROL,KA-03,704000,771000,Automatic
1134,Hyundai Creta,E PLUS 1.6 PETROLManual,Sonnappanahalli,SUV,2017,Hyundai,71570,2ND OWNER,PETROL,KA-41,890000,908000,Manual
1135,Hyundai Creta,SX (O) IVT 1.5 PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Hyundai,30420,1ST OWNER,PETROL,KA-41,1679000,1837000,Automatic
1136,Hyundai Creta,SX PLUS 1.6 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Hyundai,58203,1ST OWNER,PETROL,KA-51,1033000,1065000,Manual
1137,Renault Duster,RXL PETROLManual,"Bellahalli, Bengaluru",SUV,2017,Renault,38520,1ST OWNER,PETROL,KA-41,769000,849000,Manual
1138,Nissan MAGNITE,XV TURBOManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Nissan,11295,1ST OWNER,PETROL,KA-01,889000,933000,Manual
1139,Tata NEXON,XZA PLUS PETROLAutomatic,"GT World Mall, Bengaluru",SUV,2019,Tata,77243,1ST OWNER,PETROL,KA-51,894000,968000,Automatic
1140,KIA SONET,GTX PLUS 1.0 IMTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,KIA,16626,1ST OWNER,PETROL,KA-03,1210000,1276000,Manual
1141,Ford Ecosport,TITANIUM + 1.5L PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2018,Ford,6492,2ND OWNER,PETROL,KA-02,942000,969000,Manual
1142,KIA SELTOS,HTK PLUS 1.5 IMTManual,"Bellahalli, Bengaluru",SUV,2022,KIA,24057,1ST OWNER,PETROL,KA-50,1340000,1414000,Manual
1143,Ford Ecosport,TITANIUM 1.5L DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Ford,29302,1ST OWNER,DIESEL,KA-01,762000,780000,Manual
1144,Hyundai Creta,SX PLUS 1.6 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Hyundai,61139,2ND OWNER,PETROL,KA-53,930000,1076000,Manual
1145,Ford Ecosport,TITANIUM 1.5L SIGNATURE EDITION (SUNROOF) PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Ford,25007,2ND OWNER,PETROL,KA-01,949000,975000,Manual
1146,Ford Ecosport,TITANIUM + 1.5L PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Ford,14618,1ST OWNER,PETROL,KA-02,960000,1031000,Manual
1147,Toyota URBAN CRUISER,PREMIUM GRADE MT DUAL TONEManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2020,Toyota,111712,1ST OWNER,PETROL,KA-05,898000,926000,Manual
1148,KIA SELTOS,GTK 1.4 PETROLManual,Sonnappanahalli,SUV,2019,KIA,91486,1ST OWNER,PETROL,KA-04,1148000,1195000,Manual
1149,Honda WR-V,1.2L I-VTEC S MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2018,Honda,49538,1ST OWNER,PETROL,KA-19,707000,734000,Manual
1150,Toyota URBAN CRUISER,PREMIUM GRADE ATAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Toyota,40860,1ST OWNER,PETROL,KA-63,1173000,1238000,Automatic
1151,Ford Ecosport,TITANIUM 1.5L DIESELManual,"Bellahalli, Bengaluru",SUV,2018,Ford,35922,2ND OWNER,DIESEL,KA-05,838000,854000,Manual
1152,Ford Ecosport,TITANIUM 1.5L DIESELManual,"Bellahalli, Bengaluru",SUV,2018,Ford,114427,2ND OWNER,DIESEL,KA-09,852000,872000,Manual
1153,Renault Captur,RXT Diesel Dual ToneManual,"Bellahalli, Bengaluru",SUV,2018,Renault,38199,2ND OWNER,DIESEL,KA-53,858000,1025000,Manual
1154,Renault Duster,85 PS RXL PLUS DIESELManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2015,Renault,68845,2ND OWNER,DIESEL,KA-53,658000,688000,Manual
1155,Renault Duster,RXZManual,Sonnappanahalli,SUV,2020,Renault,11201,1ST OWNER,PETROL,KA-03,1011000,1118000,Manual
1156,Hyundai Creta,SX PLUS 1.6 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Hyundai,51580,2ND OWNER,PETROL,KA-53,917000,965000,Manual
1157,Honda WR-V,1.2L I-VTEC VX MTManual,"Bellahalli, Bengaluru",SUV,2017,Honda,59930,2ND OWNER,PETROL,KA-01,698000,777000,Manual
1158,Hyundai Creta,SX PLUS AT 1.6 PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Hyundai,24459,2ND OWNER,PETROL,KA-51,1007000,1115000,Automatic
1159,Hyundai Creta,SX (O) IVT 1.5 PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Hyundai,12975,1ST OWNER,PETROL,KA-04,1763000,1865000,Automatic
1160,MG HECTOR,SHARP 2.0 DIESEL DUAL TONEManual,"Bellahalli, Bengaluru",SUV,2021,MG,127904,1ST OWNER,DIESEL,KA-29,1818400,1900000,Manual
1161,Hyundai VENUE,SX 1.0 (O) TURBO IMTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Hyundai,11208,1ST OWNER,PETROL,KA-04,1173000,1238000,Manual
1162,Honda WR-V,1.2L I-VTEC VX MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Honda,40752,1ST OWNER,PETROL,KA-01,775000,850000,Manual
1163,Honda WR-V,1.2L I-VTEC VX MTManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Honda,40959,1ST OWNER,PETROL,KA-05,745000,793000,Manual
1164,Ford Ecosport,TITANIUM + 1.5L DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Ford,63133,1ST OWNER,DIESEL,KA-05,910000,1107000,Manual
1165,Renault Duster,RXL PETROLManual,"Hosur Road, Singasandra, Bengaluru",SUV,2017,Renault,68505,1ST OWNER,PETROL,KA-01,733000,827000,Manual
1166,Tata NEXON,XZ PLUS (HS) PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,Tata,43294,1ST OWNER,PETROL,KA-05,1054000,1115000,Manual
1167,Tata NEXON,XZA PLUS DIESELAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,Tata,10391,1ST OWNER,DIESEL,KA-47,1234000,1261000,Automatic
1168,Ford Ecosport,TITANIUM 1.5L PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Ford,25893,1ST OWNER,PETROL,KA-01,809000,864000,Manual
1169,Nissan MAGNITE,XL TURBO CVTAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,Nissan,22974,1ST OWNER,PETROL,KA-09,872000,887000,Automatic
1170,Ford Ecosport,TITANIUM 1.5L DIESELManual,"Horamavu Agara Road, Bengaluru",SUV,2016,Ford,74380,2ND OWNER,DIESEL,KA-09,669000,684000,Manual
1171,Renault Duster,85 PS RXL PLUS DIESELManual,"Bellahalli, Bengaluru",SUV,2014,Renault,110455,2ND OWNER,DIESEL,KA-01,616000,658000,Manual
1172,Tata NEXON,XZ PLUS PETROL KAZIRANGAManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Tata,20514,1ST OWNER,PETROL,KA-01,1225000,1292000,Manual
1173,Mahindra Scorpio,S5Manual,"Bellahalli, Bengaluru",SUV,2021,Mahindra,29793,1ST OWNER,DIESEL,KA-03,1428000,1482000,Manual
1174,Tata NEXON,XZ PLUS DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2018,Tata,59255,1ST OWNER,DIESEL,KA-03,858000,858000,Manual
1175,Ford Ecosport,TITANIUM 1.5L PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Ford,54134,1ST OWNER,PETROL,KA-05,816000,832000,Manual
1176,Tata NEXON,XZA PLUS DIESELAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,Tata,22931,1ST OWNER,DIESEL,KA-51,1204000,1246000,Automatic
1177,Ford Ecosport,TITANIUM 1.5L PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Ford,19397,2ND OWNER,PETROL,KA-03,686000,720000,Manual
1178,Ford Ecosport,TITANIUM 1.5L PETROL ATAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Ford,85126,2ND OWNER,PETROL,KA-05,700000,767000,Automatic
1179,Hyundai Creta,SX PLUS AT 1.6 PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Hyundai,50508,2ND OWNER,PETROL,KA-03,980000,1052000,Automatic
1180,Hyundai Creta,SX PLUS 1.6 PETROLManual,"Bellahalli, Bengaluru",SUV,2017,Hyundai,72313,2ND OWNER,PETROL,KA-51,926000,1047000,Manual
1181,Volkswagen TAIGUN,TOPLINE 1.0 TSI MTManual,"Bellahalli, Bengaluru",SUV,2021,Volkswagen,97346,1ST OWNER,PETROL,KA-09,1373000,1448000,Manual
1182,Maruti Vitara Brezza,ZDI PLUS DUAL TONEManual,"Bellahalli, Bengaluru",SUV,2016,Maruti,99232,1ST OWNER,DIESEL,KA-50,812000,830000,Manual
1183,Honda WR-V,1.2L I-VTEC VX MTManual,"Horamavu Agara Road, Bengaluru",SUV,2017,Honda,72452,2ND OWNER,PETROL,KA-18,682000,761000,Manual
1184,Ford Ecosport,TREND 1.5L PETROLManual,"Bellahalli, Bengaluru",SUV,2017,Ford,80390,1ST OWNER,PETROL,KA-36,632000,676000,Manual
1185,Ford FREESTYLE,TITANIUM 1.2 PETROLManual,"Hosur Road, Singasandra, Bengaluru",SUV,2018,Ford,59112,1ST OWNER,PETROL,KA-03,615000,682000,Manual
1186,Hyundai Creta,SX PLUS 1.6 PETROLManual,"Bellahalli, Bengaluru",SUV,2016,Hyundai,102816,1ST OWNER,PETROL,KA-53,916000,944000,Manual
1187,Mahindra KUV 100 NXT,K8 P 6 STRManual,"Bellahalli, Bengaluru",SUV,2018,Mahindra,46456,1ST OWNER,PETROL,KA-03,603000,611000,Manual
1188,Tata NEXON,XZA PLUS PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Tata,34437,1ST OWNER,PETROL,KA-05,1003000,1033000,Automatic
1189,Ford Ecosport,TITANIUM 1.0L ECOBOOST SPORTS(SUNROOF)Manual,"Horamavu Agara Road, Bengaluru",SUV,2018,Ford,94035,2ND OWNER,PETROL,KA-01,811000,867000,Manual
1190,Hyundai Creta,SX PLUS 1.6 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Hyundai,53031,2ND OWNER,PETROL,KA-05,939000,973000,Manual
1191,Toyota URBAN CRUISER,PREMIUM GRADE ATAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Toyota,9428,1ST OWNER,PETROL,KA-09,1205000,1266000,Automatic
1192,Hyundai Creta,SX PLUS 1.6 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Hyundai,42757,2ND OWNER,PETROL,KA-01,995000,1045000,Manual
1193,Honda WR-V,1.2L I-VTEC VX MTManual,"GT World Mall, Bengaluru",SUV,2017,Honda,110630,1ST OWNER,PETROL,KA-02,717000,794000,Manual
1194,Renault Duster,RXZ 1.3 TURBO PETROL MTManual,"Bellahalli, Bengaluru",SUV,2020,Renault,95678,1ST OWNER,PETROL,KA-32,909000,1056000,Manual
1195,Maruti Vitara Brezza,ZDIManual,"Horamavu Agara Road, Bengaluru",SUV,2017,Maruti,86210,1ST OWNER,DIESEL,KA-02,826000,869000,Manual
1196,Tata NEXON,XZA PLUS PETROL DUAL TONEAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Tata,19549,1ST OWNER,PETROL,KA-53,1107000,1176000,Automatic
1197,Ford Ecosport,TREND 1.5L PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Ford,53917,1ST OWNER,PETROL,KA-51,644000,719000,Manual
1198,Ford FREESTYLE,TITANIUM 1.2 PETROLManual,"GT World Mall, Bengaluru",SUV,2018,Ford,58710,1ST OWNER,PETROL,KA-05,574000,676000,Manual
1199,Tata NEXON,XZA PLUS DIESELAutomatic,"Bellahalli, Bengaluru",SUV,2018,Tata,82449,1ST OWNER,DIESEL,KA-19,855000,855000,Automatic
1200,Hyundai Creta,SX PLUS AT 1.6 PETROLAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2017,Hyundai,100226,2ND OWNER,PETROL,KA-51,1005000,1032000,Automatic
1201,Honda WR-V,1.2L I-VTEC VX MTManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2017,Honda,26158,1ST OWNER,PETROL,KA-03,805000,847000,Manual
1202,Hyundai Creta,SX PLUS 1.6 PETROLManual,"Bellahalli, Bengaluru",SUV,2016,Hyundai,81853,2ND OWNER,PETROL,KA-01,883000,929000,Manual
1203,Renault Duster,85 PS RXL PLUS DIESELManual,"Bellahalli, Bengaluru",SUV,2014,Renault,66463,1ST OWNER,DIESEL,KA-53,704000,723000,Manual
1204,KIA SELTOS,GTX + AT PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,KIA,49589,1ST OWNER,PETROL,KA-51,1587300,1872000,Automatic
1205,Tata NEXON,XZA PLUS DIESELAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2018,Tata,85731,1ST OWNER,DIESEL,KA-02,872000,872000,Automatic
1206,Mahindra XUV 3OO,W8 (O) 1.2 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Mahindra,59619,1ST OWNER,PETROL,KA-05,1020000,1071000,Manual
1207,KIA SELTOS,HTX 1.5 CVT PETROLAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,KIA,10058,1ST OWNER,PETROL,KA-50,1533000,1617000,Automatic
1208,Ford Ecosport,TITANIUM + 1.5L PETROL ATAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2018,Ford,12623,2ND OWNER,PETROL,KA-51,909000,931000,Automatic
1209,Ford Ecosport,TITANIUM + 1.5L PETROL ATAutomatic,Sonnappanahalli,SUV,2019,Ford,34845,1ST OWNER,PETROL,KA-01,878000,878000,Automatic
1210,Maruti Vitara Brezza,ZDI PLUS DUAL TONEManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Maruti,94127,1ST OWNER,DIESEL,KA-02,909000,1014000,Manual
1211,Maruti Vitara Brezza,ZDI PLUSManual,"Horamavu Agara Road, Bengaluru",SUV,2017,Maruti,69004,1ST OWNER,DIESEL,KA-41,954000,1003000,Manual
1212,Maruti Vitara Brezza,ZDI PLUSManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Maruti,40988,1ST OWNER,DIESEL,KA-03,1017000,1046000,Manual
1213,Tata NEXON,XZ PLUS (O) PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Tata,8660,2ND OWNER,PETROL,KA-51,1195000,1243000,Manual
1214,Ford Ecosport,TITANIUM 1.5L PETROL ATAutomatic,"Bellahalli, Bengaluru",SUV,2015,Ford,42710,2ND OWNER,PETROL,KA-05,647000,678000,Automatic
1215,Ford Ecosport,TITANIUM+ 1.5L DIESELManual,"GT World Mall, Bengaluru",SUV,2016,Ford,106835,2ND OWNER,DIESEL,KA-02,686000,719000,Manual
1216,Hyundai Creta,SX PLUS 1.6 PETROLManual,Sonnappanahalli,SUV,2017,Hyundai,36376,2ND OWNER,PETROL,KA-03,1015000,1043000,Manual
1217,Ford Ecosport,TITANIUM 1.5L PETROL ATAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Ford,43791,1ST OWNER,PETROL,KA-03,784000,797000,Automatic
1218,KIA SELTOS,GTX PLUS DCT 1.4 PETROLAutomatic,Sonnappanahalli,SUV,2021,KIA,19711,2ND OWNER,PETROL,KA-05,1610000,1694000,Automatic
1219,Ford Ecosport,TITANIUM 1.5L PETROL ATAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Ford,49068,2ND OWNER,PETROL,KA-51,704000,746000,Automatic
1220,KIA SELTOS,HTX 1.5 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,KIA,7265,1ST OWNER,PETROL,KA-04,1432000,1510000,Manual
1221,Ford Ecosport,TITANIUM 1.5L PETROL ATAutomatic,"Bellahalli, Bengaluru",SUV,2018,Ford,65598,2ND OWNER,PETROL,KA-01,863000,908000,Automatic
1222,Ford Ecosport,TITANIUM 1.5L DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Ford,57948,1ST OWNER,DIESEL,KA-05,703000,710000,Manual
1223,Tata NEXON,XZA PLUS DIESELAutomatic,"Bellahalli, Bengaluru",SUV,2019,Tata,39154,2ND OWNER,DIESEL,KA-22,994000,994000,Automatic
1224,Ford Ecosport,TITANIUM 1.5L PETROL ATAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2018,Ford,43481,2ND OWNER,PETROL,KA-04,812000,958000,Automatic
1225,Ford Ecosport,1.5 TITANIUM TI VCT ATAutomatic,"Bellahalli, Bengaluru",SUV,2016,Ford,63805,1ST OWNER,PETROL,KA-04,699000,733000,Automatic
1226,Ford Ecosport,TITANIUM 1.5L PETROL ATAutomatic,"Bellahalli, Bengaluru",SUV,2016,Ford,39378,1ST OWNER,PETROL,KA-03,783000,804000,Automatic
1227,Ford Ecosport,TITANIUM 1.5L PETROL ATAutomatic,Sonnappanahalli,SUV,2017,Ford,41134,1ST OWNER,PETROL,KA-03,727000,776000,Automatic
1228,Ford Ecosport,TITANIUM + 1.5L PETROL ATAutomatic,"Hosur Road, Singasandra, Bengaluru",SUV,2018,Ford,65828,2ND OWNER,PETROL,KA-51,817000,837000,Automatic
1229,Maruti Vitara Brezza,ZDI PLUSManual,Sonnappanahalli,SUV,2017,Maruti,69301,1ST OWNER,DIESEL,KA-04,971000,971000,Manual
1230,Ford Ecosport,TITANIUM 1.5L DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2017,Ford,48743,1ST OWNER,DIESEL,KA-03,796000,848000,Manual
1231,Ford Ecosport,TITANIUM 1.5L DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Ford,51215,1ST OWNER,DIESEL,KA-03,717000,735000,Manual
1232,Ford Ecosport,TREND 1.5L PETROLManual,Sonnappanahalli,SUV,2016,Ford,32465,1ST OWNER,PETROL,KA-51,713000,738000,Manual
1233,Ford Ecosport,TITANIUM 1.0L ECOBOOSTManual,"Bellahalli, Bengaluru",SUV,2014,Ford,121782,2ND OWNER,PETROL,KA-04,473000,514000,Manual
1234,Maruti Omni,5 STRManual,"Hosur Road, Singasandra, Bengaluru",SUV,2015,Maruti,56292,1ST OWNER,PETROL,KA-01,270000,277000,Manual
1235,KIA SONET,HTX 1.5Manual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,KIA,30398,1ST OWNER,DIESEL,KA-01,994000,1056000,Manual
1236,Nissan Terrano,XE (D)Manual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2015,Nissan,94647,3RD OWNER,DIESEL,KA-51,427000,468000,Manual
1237,Mahindra Thar,LX P 4WD AT CONVERTIBLEAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,Mahindra,9252,1ST OWNER,PETROL,KA-50,1554000,1635000,Automatic
1238,Hyundai Creta,1.6 SX PLUS PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2016,Hyundai,67621,1ST OWNER,PETROL,KA-03,857000,987000,Manual
1239,Hyundai Creta,SX (O) 1.5 DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,Hyundai,66922,1ST OWNER,DIESEL,KA-03,1598000,1644000,Manual
1240,Maruti Ertiga,ZXIManual,"Bellahalli, Bengaluru",SUV,2013,Maruti,112343,1ST OWNER,PETROL,KA-19,586000,635000,Manual
1241,Renault Duster,85 PS RXL DIESELManual,"Bellahalli, Bengaluru",SUV,2013,Renault,104606,2ND OWNER,DIESEL,KA-51,499000,530000,Manual
1242,Renault Duster,85 PS RXE DIESELManual,"Horamavu Agara Road, Bengaluru",SUV,2014,Renault,109706,3RD OWNER,DIESEL,KA-02,460000,465000,Manual
1243,Maruti Ertiga,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2012,Maruti,49317,2ND OWNER,PETROL,KA-05,581000,626000,Manual
1244,Hyundai Creta,SX PLUS 1.6 PETROLManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2016,Hyundai,37550,3RD OWNER,PETROL,KA-04,881000,915000,Manual
1245,Mahindra XUV 3OO,W4 1.2 PETROLManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2020,Mahindra,13631,1ST OWNER,PETROL,KA-18,777000,877000,Manual
1246,Maruti Ertiga,ZDI + SHVSManual,"GT World Mall, Bengaluru",SUV,2017,Maruti,46519,2ND OWNER,DIESEL,KA-53,956000,975000,Manual
1247,Maruti Ertiga,ZXIManual,"Horamavu Agara Road, Bengaluru",SUV,2015,Maruti,86046,1ST OWNER,PETROL,KA-05,681000,681000,Manual
1248,Renault TRIBER,RXL MTManual,"Hosur Road, Singasandra, Bengaluru",SUV,2020,Renault,32937,2ND OWNER,PETROL,KA-19,587000,607000,Manual
1249,Mahindra Kuv100,K8 6 STRManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2016,Mahindra,72057,1ST OWNER,PETROL,KA-12,414000,450000,Manual
1250,Mahindra TUV300,T6 PLUS AMTAutomatic,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2016,Mahindra,94469,2ND OWNER,DIESEL,KA-51,632000,653000,Automatic
1251,Tata Harrier,XT 2.0L KRYOTECManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,Tata,17841,1ST OWNER,DIESEL,KA-51,1635000,1683000,Manual
1252,Mahindra XUV 3OO,W6 1.5 DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Mahindra,29953,1ST OWNER,DIESEL,KA-03,838000,877000,Manual
1253,Tata Safari,XZA PLUS GOLDAutomatic,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,Tata,48686,1ST OWNER,DIESEL,KA-48,2212000,2317000,Automatic
1254,Maruti Ertiga,VXIManual,"Whitefield Main Road, Bhoruka Tech Park, Benga...",SUV,2014,Maruti,53766,2ND OWNER,PETROL,KA-05,659000,677000,Manual
1255,Mahindra TUV300,T8 ATAutomatic,"Horamavu Agara Road, Bengaluru",SUV,2016,Mahindra,73195,2ND OWNER,DIESEL,KA-03,659000,684000,Automatic
1256,KIA SELTOS,HTX PLUS 1.5 DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2021,KIA,47344,1ST OWNER,DIESEL,KA-03,1541000,1575000,Manual
1257,Renault Duster,85 PS RXL DIESELManual,"Hosur Road, Singasandra, Bengaluru",SUV,2015,Renault,83248,1ST OWNER,DIESEL,KA-01,650000,673000,Manual
1258,Mahindra XUV 3OO,W8 1.5 DIESELManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2019,Mahindra,85168,1ST OWNER,DIESEL,KA-51,982000,982000,Manual
1259,Mahindra TUV300,T8Manual,Sonnappanahalli,SUV,2017,Mahindra,49678,2ND OWNER,DIESEL,KA-05,733000,754000,Manual
1260,KIA SONET,HTX PLUS 1.5Manual,"GT World Mall, Bengaluru",SUV,2020,KIA,65561,1ST OWNER,DIESEL,KA-04,1096000,1118000,Manual
1261,KIA CARENS,LUXURY PLUS 1.4 PETROL 6 STRManual,"Garuda Mall, Magrath Road, Bengaluru",SUV,2022,KIA,21173,1ST OWNER,PETROL,KA-19,1606000,1712000,Manual
